properties{
  x = 0,
  y = 0,
  width = 400,
  height = 240,
  min_layer = 0,
  max_layer = 2,
  tileset = "castle",
}

tile{
  layer = 0,
  x = 168,
  y = 48,
  width = 176,
  height = 144,
  pattern = "deep_water",
  tileset = "indoors_stone",
}

tile{
  layer = 0,
  x = 200,
  y = 128,
  width = 16,
  height = 16,
  pattern = "wave",
  tileset = "indoors_cabin",
}

tile{
  layer = 0,
  x = 272,
  y = 64,
  width = 16,
  height = 16,
  pattern = "wave",
  tileset = "indoors_cabin",
}

tile{
  layer = 0,
  x = 272,
  y = 152,
  width = 16,
  height = 16,
  pattern = "wave",
  tileset = "indoors_cabin",
}

tile{
  layer = 0,
  x = 328,
  y = 168,
  width = 16,
  height = 16,
  pattern = "wave",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 72,
  y = 16,
  width = 240,
  height = 32,
  pattern = "wall.up.1",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 88,
  y = 16,
  width = 240,
  height = 32,
  pattern = "wall.up.2",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 320,
  y = 16,
  width = 32,
  height = 32,
  pattern = "corner.in.1",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 72,
  y = 192,
  width = 256,
  height = 32,
  pattern = "wall.down.2",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 88,
  y = 192,
  width = 256,
  height = 32,
  pattern = "wall.down.1",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 312,
  y = 192,
  width = 32,
  height = 32,
  pattern = "corner.in.2",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 184,
  y = 56,
  width = 16,
  height = 16,
  pattern = "102",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 184,
  y = 72,
  width = 16,
  height = 16,
  pattern = "102",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 184,
  y = 88,
  width = 16,
  height = 16,
  pattern = "102",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 184,
  y = 104,
  width = 16,
  height = 16,
  pattern = "102",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 184,
  y = 120,
  width = 16,
  height = 16,
  pattern = "102",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 184,
  y = 136,
  width = 16,
  height = 16,
  pattern = "102",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 184,
  y = 152,
  width = 16,
  height = 16,
  pattern = "102",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 184,
  y = 168,
  width = 16,
  height = 16,
  pattern = "102",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 184,
  y = 48,
  width = 16,
  height = 16,
  pattern = "105",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 200,
  y = 48,
  width = 144,
  height = 16,
  pattern = "101",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 184,
  y = 176,
  width = 16,
  height = 16,
  pattern = "104",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 200,
  y = 176,
  width = 144,
  height = 16,
  pattern = "99",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 216,
  y = 56,
  width = 16,
  height = 16,
  pattern = "125",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 184,
  y = 56,
  width = 16,
  height = 16,
  pattern = "127",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 200,
  y = 48,
  width = 16,
  height = 8,
  pattern = "129",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 216,
  y = 104,
  width = 16,
  height = 8,
  pattern = "118",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 184,
  y = 112,
  width = 16,
  height = 8,
  pattern = "pier.shadow",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 216,
  y = 72,
  width = 16,
  height = 16,
  pattern = "124",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 216,
  y = 88,
  width = 16,
  height = 16,
  pattern = "119",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 200,
  y = 72,
  width = 16,
  height = 16,
  pattern = "123",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 184,
  y = 104,
  width = 16,
  height = 8,
  pattern = "116",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 200,
  y = 88,
  width = 16,
  height = 16,
  pattern = "120",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 184,
  y = 72,
  width = 16,
  height = 16,
  pattern = "122",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 184,
  y = 88,
  width = 16,
  height = 16,
  pattern = "121",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 200,
  y = 56,
  width = 16,
  height = 16,
  pattern = "126",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 200,
  y = 104,
  width = 16,
  height = 8,
  pattern = "117",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 216,
  y = 48,
  width = 16,
  height = 8,
  pattern = "130",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 184,
  y = 48,
  width = 16,
  height = 8,
  pattern = "128",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 200,
  y = 112,
  width = 16,
  height = 8,
  pattern = "pier.shadow",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 216,
  y = 112,
  width = 16,
  height = 8,
  pattern = "pier.shadow",
  tileset = "indoors_cabin",
}

tile{
  layer = 1,
  x = 40,
  y = 16,
  width = 32,
  height = 32,
  pattern = "corner.in.4",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 40,
  y = 192,
  width = 32,
  height = 32,
  pattern = "corner.in.3",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 40,
  y = 48,
  width = 32,
  height = 128,
  pattern = "wall.left.1",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 40,
  y = 64,
  width = 32,
  height = 128,
  pattern = "wall.left.2",
  tileset = "indoors_stone",
}

tile{
  layer = 1,
  x = 72,
